sampledate,sampletime,do_wtemp,pco2_ppm,ph
2019-9-2,06:45:00,21.52,112.80,8.79
2019-9-2,06:46:00,21.52,109.40,8.79
2019-9-2,06:47:00,21.51,107.20,8.78
2019-9-2,06:48:00,21.51,107.20,8.78
2019-9-2,06:49:00,21.51,107.70,8.78
2019-9-2,06:50:00,21.51,107.20,8.78
2019-9-2,06:51:00,21.51,107.20,8.78
2019-9-2,06:52:00,21.51,108.30,8.78
2019-9-2,06:53:00,21.51,118.50,8.78
2019-9-2,06:54:00,21.51,108.90,8.78
2019-9-2,06:55:00,21.51,108.90,8.78
2019-9-2,06:56:00,21.51,108.30,8.78
2019-9-2,06:57:00,21.51,108.30,8.78
2019-9-2,06:58:00,21.51,109.40,8.78
2019-9-2,06:59:00,21.51,106.00,8.78
2019-9-2,07:00:00,21.51,100.40,8.78
2019-9-2,07:01:00,21.50,111.70,8.78
2019-9-2,07:02:00,21.50,103.80,8.78
2019-9-2,07:03:00,21.50,110.60,8.78
2019-9-2,07:04:00,21.50,111.70,8.78
2019-9-2,07:05:00,21.50,111.70,8.78
2019-9-2,07:06:00,21.50,124.10,8.78
2019-9-2,07:07:00,21.50,108.30,8.78
2019-9-2,07:08:00,21.50,98.70,8.78
2019-9-2,07:09:00,21.49,106.00,8.78
2019-9-2,07:10:00,21.49,102.60,8.78
2019-9-2,07:11:00,21.49,103.80,8.78
2019-9-2,07:12:00,21.49,107.20,8.78
2019-9-2,07:13:00,21.49,106.60,8.79
2019-9-2,07:14:00,21.49,108.30,8.79
2019-9-2,07:15:00,21.50,118.50,8.79
2019-9-2,07:16:00,21.50,114.00,8.79
2019-9-2,07:17:00,21.50,115.10,8.79
2019-9-2,07:18:00,21.50,114.00,8.79
2019-9-2,07:19:00,21.50,110.60,8.79
2019-9-2,07:20:00,21.50,108.30,8.79
2019-9-2,07:21:00,21.51,111.70,8.79
2019-9-2,07:22:00,21.51,119.60,8.79
2019-9-2,07:23:00,21.50,108.90,8.79
2019-9-2,07:24:00,21.50,113.90,8.79
2019-9-2,07:25:00,21.50,113.40,8.79
2019-9-2,07:26:00,21.50,112.80,8.79
2019-9-2,07:27:00,21.50,108.30,8.79
2019-9-2,07:28:00,21.50,110.60,8.79
2019-9-2,07:29:00,21.50,104.90,8.79
2019-9-2,07:30:00,21.50,125.30,8.79
2019-9-2,07:31:00,21.50,117.30,8.79
2019-9-2,07:32:00,21.50,110.60,8.79
2019-9-2,07:33:00,21.49,110.60,8.79
2019-9-2,07:34:00,21.49,114.00,8.79
2019-9-2,07:35:00,21.49,114.00,8.79
2019-9-2,07:36:00,21.49,109.40,8.79
2019-9-2,07:37:00,21.49,108.30,8.79
2019-9-2,07:38:00,21.49,114.00,8.79
2019-9-2,07:39:00,21.50,120.70,8.79
2019-9-2,07:40:00,21.50,112.80,8.79
2019-9-2,07:41:00,21.50,107.70,8.79
2019-9-2,07:42:00,21.50,108.90,8.79
2019-9-2,07:43:00,21.50,118.50,8.79
2019-9-2,07:44:00,21.50,111.70,8.79
2019-9-2,07:45:00,21.50,107.70,8.79
2019-9-2,07:46:00,21.50,117.30,8.79
2019-9-2,07:47:00,21.50,112.80,8.79
2019-9-2,07:48:00,21.50,111.70,8.79
2019-9-2,07:49:00,21.50,109.40,8.79
2019-9-2,07:50:00,21.50,109.40,8.79
2019-9-2,07:51:00,21.50,110.60,8.79
2019-9-2,07:52:00,21.50,121.90,8.79
2019-9-2,07:53:00,21.50,114.00,8.79
2019-9-2,07:54:00,21.50,104.90,8.79
2019-9-2,07:55:00,21.50,110.60,8.80
2019-9-2,07:56:00,21.50,108.30,8.80
2019-9-2,07:57:00,21.50,109.40,8.80
2019-9-2,07:58:00,21.50,112.80,8.80
2019-9-2,07:59:00,21.50,106.60,8.80
2019-9-2,08:00:00,21.50,107.20,8.80
2019-9-2,08:01:00,21.50,110.60,8.80
2019-9-2,08:02:00,21.50,109.40,8.80
2019-9-2,08:03:00,21.50,116.20,8.80
2019-9-2,08:04:00,21.50,108.30,8.80
2019-9-2,08:05:00,21.51,111.70,8.80
2019-9-2,08:06:00,21.51,111.70,8.80
2019-9-2,08:07:00,21.51,111.70,8.80
2019-9-2,08:08:00,21.51,113.90,8.80
2019-9-2,08:09:00,21.51,112.80,8.80
2019-9-2,08:10:00,21.51,113.90,8.80
2019-9-2,08:11:00,21.51,123.00,8.80
2019-9-2,08:12:00,21.51,110.50,8.80
2019-9-2,08:13:00,21.51,109.40,8.80
2019-9-2,08:14:00,21.51,109.40,8.80
2019-9-2,08:15:00,21.52,109.40,8.80
2019-9-2,08:16:00,21.52,112.80,8.80
2019-9-2,08:17:00,21.53,117.30,8.80
2019-9-2,08:18:00,21.53,117.30,8.80
2019-9-2,08:19:00,21.53,102.60,8.81
2019-9-2,08:20:00,21.53,108.30,8.81
2019-9-2,08:21:00,21.53,107.10,8.80
2019-9-2,08:22:00,21.53,109.40,8.80
2019-9-2,08:23:00,21.54,108.30,8.81
2019-9-2,08:24:00,21.54,112.80,8.81
2019-9-2,08:25:00,21.55,106.00,8.81
2019-9-2,08:26:00,21.55,108.80,8.81
2019-9-2,08:27:00,21.55,108.80,8.81
2019-9-2,08:28:00,21.55,98.10,8.81
2019-9-2,08:29:00,21.55,100.40,8.81
2019-9-2,08:30:00,21.55,106.00,8.81
2019-9-2,08:31:00,21.56,97.50,8.81
2019-9-2,08:32:00,21.56,110.50,8.81
2019-9-2,08:33:00,21.55,108.30,8.81
2019-9-2,08:34:00,21.55,108.30,8.81
2019-9-2,08:35:00,21.55,97.00,8.81
2019-9-2,08:36:00,21.55,102.60,8.81
2019-9-2,08:37:00,21.54,102.60,8.81
2019-9-2,08:38:00,21.54,101.50,8.81
2019-9-2,08:39:00,21.54,101.50,8.81
2019-9-2,08:40:00,21.54,109.40,8.81
2019-9-2,08:41:00,21.54,103.20,8.81
2019-9-2,08:42:00,21.54,98.10,8.81
2019-9-2,08:43:00,21.54,107.70,8.81
2019-9-2,08:44:00,21.54,98.10,8.81
2019-9-2,08:45:00,21.54,100.30,8.81
2019-9-2,08:46:00,21.54,112.80,8.81
2019-9-2,08:47:00,21.54,98.10,8.81
2019-9-2,08:48:00,21.54,106.00,8.81
2019-9-2,08:49:00,21.54,93.00,8.81
2019-9-2,08:50:00,21.54,107.10,8.81
2019-9-2,08:51:00,21.53,98.10,8.81
2019-9-2,08:52:00,21.53,102.60,8.81
2019-9-2,08:53:00,21.54,98.10,8.81
2019-9-2,08:54:00,21.54,97.50,8.81
2019-9-2,08:55:00,21.54,96.90,8.81
2019-9-2,08:56:00,21.54,112.80,8.81
2019-9-2,08:57:00,21.54,93.60,8.81
2019-9-2,08:58:00,21.54,99.20,8.81
2019-9-2,08:59:00,21.54,102.00,8.81
2019-9-2,09:00:00,21.54,99.20,8.81
2019-9-2,09:01:00,21.54,106.00,8.80
2019-9-2,09:02:00,21.54,101.50,8.80
2019-9-2,09:03:00,21.53,101.50,8.80
2019-9-2,09:04:00,21.53,102.60,8.80
2019-9-2,09:05:00,21.53,94.10,8.79
2019-9-2,09:06:00,21.53,100.30,8.79
2019-9-2,09:07:00,21.52,101.50,8.79
2019-9-2,09:08:00,21.52,100.30,8.79
2019-9-2,09:09:00,21.55,100.30,8.80
2019-9-2,09:10:00,21.55,103.70,8.80
2019-9-2,09:11:00,21.55,108.20,8.80
2019-9-2,09:12:00,21.55,107.70,8.80
2019-9-2,09:13:00,21.58,107.70,8.81
2019-9-2,09:14:00,21.58,108.20,8.81
2019-9-2,09:15:00,21.58,107.70,8.82
2019-9-2,09:16:00,21.58,101.50,8.82
2019-9-2,09:17:00,21.59,101.50,8.82
2019-9-2,09:18:00,21.59,101.50,8.82
2019-9-2,09:19:00,21.61,104.90,8.82
2019-9-2,09:20:00,21.61,110.50,8.82
2019-9-2,09:21:00,21.61,97.50,8.82
2019-9-2,09:22:00,21.61,99.20,8.82
2019-9-2,09:23:00,21.62,98.60,8.82
2019-9-2,09:24:00,21.62,100.30,8.82
2019-9-2,09:25:00,21.62,100.90,8.82
2019-9-2,09:26:00,21.62,94.70,8.82
2019-9-2,09:27:00,21.63,100.90,8.82
2019-9-2,09:28:00,21.63,93.60,8.82
2019-9-2,09:29:00,21.64,97.50,8.82
2019-9-2,09:30:00,21.64,98.10,8.82
2019-9-2,09:31:00,21.64,99.20,8.82
2019-9-2,09:32:00,21.64,94.70,8.82
2019-9-2,09:33:00,21.66,93.60,8.83
2019-9-2,09:34:00,21.66,95.80,8.83
2019-9-2,09:35:00,21.66,98.10,8.83
2019-9-2,09:36:00,21.66,103.70,8.83
2019-9-2,09:37:00,21.67,99.80,8.83
2019-9-2,09:38:00,21.67,98.10,8.83
2019-9-2,09:39:00,21.68,96.90,8.83
2019-9-2,09:40:00,21.68,95.80,8.83
2019-9-2,09:41:00,21.69,97.50,8.83
2019-9-2,09:42:00,21.69,98.10,8.83
2019-9-2,09:43:00,21.69,87.90,8.83
2019-9-2,09:44:00,21.69,100.30,8.83
2019-9-2,09:45:00,21.70,100.30,8.83
2019-9-2,09:46:00,21.70,96.40,8.83
2019-9-2,09:47:00,21.69,93.60,8.83
2019-9-2,09:48:00,21.69,85.60,8.83
2019-9-2,09:49:00,21.70,86.20,8.83
2019-9-2,09:50:00,21.70,86.80,8.83
2019-9-2,09:51:00,21.69,83.40,8.83
2019-9-2,09:52:00,21.69,85.60,8.83
2019-9-2,09:53:00,21.76,87.30,8.83
2019-9-2,09:54:00,21.76,92.40,8.83
2019-9-2,09:55:00,21.84,92.40,8.84
2019-9-2,09:56:00,21.84,95.80,8.84
2019-9-2,09:57:00,21.85,92.40,8.84
2019-9-2,09:58:00,21.85,89.00,8.84
2019-9-2,09:59:00,21.92,99.20,8.85
2019-9-2,10:00:00,21.92,84.50,8.85
2019-9-2,10:01:00,21.98,93.60,8.86
2019-9-2,10:02:00,21.98,87.90,8.86
2019-9-2,10:03:00,22.03,83.40,8.87
2019-9-2,10:04:00,22.03,86.80,8.87
2019-9-2,10:05:00,22.05,78.90,8.88
2019-9-2,10:06:00,22.05,78.90,8.88
2019-9-2,10:07:00,22.04,77.20,8.87
2019-9-2,10:08:00,22.04,77.70,8.87
2019-9-2,10:09:00,22.00,81.10,8.87
2019-9-2,10:10:00,22.00,82.20,8.87
2019-9-2,10:11:00,22.01,73.80,8.87
2019-9-2,10:12:00,22.01,75.50,8.87
2019-9-2,10:13:00,22.04,75.50,8.87
2019-9-2,10:14:00,22.04,80.00,8.87
2019-9-2,10:15:00,22.05,77.70,8.87
2019-9-2,10:16:00,22.05,77.70,8.87
2019-9-2,10:17:00,22.07,77.70,8.88
2019-9-2,10:18:00,22.07,77.70,8.88
2019-9-2,10:19:00,22.11,77.70,8.88
2019-9-2,10:20:00,22.11,77.70,8.88
2019-9-2,10:21:00,22.15,76.00,8.88
2019-9-2,10:22:00,22.15,75.50,8.88
2019-9-2,10:23:00,22.15,71.00,8.88
2019-9-2,10:24:00,22.15,67.50,8.88
2019-9-2,10:25:00,22.16,74.30,8.88
2019-9-2,10:26:00,22.16,73.20,8.88
2019-9-2,10:27:00,22.17,81.10,8.88
2019-9-2,10:28:00,22.17,83.40,8.88
2019-9-2,10:29:00,22.18,77.70,8.88
2019-9-2,10:30:00,22.18,77.70,8.88
2019-9-2,10:31:00,22.15,74.30,8.88
2019-9-2,10:32:00,22.15,71.00,8.88
2019-9-2,10:33:00,22.15,68.70,8.88
2019-9-2,10:34:00,22.15,71.00,8.88
2019-9-2,10:35:00,22.16,68.70,8.88
2019-9-2,10:36:00,22.16,68.70,8.88
2019-9-2,10:37:00,22.19,64.20,8.88
2019-9-2,10:38:00,22.19,64.20,8.88
2019-9-2,10:39:00,22.23,65.30,8.89
2019-9-2,10:40:00,22.23,66.40,8.89
2019-9-2,10:41:00,22.25,72.10,8.89
2019-9-2,10:42:00,22.25,71.50,8.89
2019-9-2,10:43:00,22.24,63.00,8.89
2019-9-2,10:44:00,22.24,64.20,8.89
2019-9-2,10:45:00,22.26,61.90,8.89
2019-9-2,10:46:00,22.26,61.90,8.89
2019-9-2,10:47:00,22.29,64.20,8.89
2019-9-2,10:48:00,22.29,69.80,8.89
2019-9-2,10:49:00,22.28,72.10,8.89
2019-9-2,10:50:00,22.28,58.50,8.89
2019-9-2,10:51:00,22.32,58.50,8.89
2019-9-2,10:52:00,22.32,67.50,8.89
2019-9-2,10:53:00,22.25,71.00,8.89
2019-9-2,10:54:00,22.25,63.00,8.89
2019-9-2,10:55:00,22.26,65.90,8.89
2019-9-2,10:56:00,22.26,64.20,8.89
2019-9-2,10:57:00,22.30,65.90,8.89
2019-9-2,10:58:00,22.30,60.80,8.89
2019-9-2,10:59:00,22.30,60.80,8.89
2019-9-2,11:00:00,22.30,61.90,8.89
2019-9-2,11:01:00,22.29,60.80,8.89
2019-9-2,11:02:00,22.29,63.00,8.89
2019-9-2,11:03:00,22.34,64.20,8.89
2019-9-2,11:04:00,22.34,58.00,8.89
2019-9-2,11:05:00,22.37,60.20,8.89
2019-9-2,11:06:00,22.37,61.90,8.89
2019-9-2,11:07:00,22.34,63.00,8.89
2019-9-2,11:08:00,22.34,64.20,8.89
2019-9-2,11:09:00,22.36,64.20,8.89
2019-9-2,11:10:00,22.36,63.00,8.89
2019-9-2,11:11:00,22.40,64.20,8.89
2019-9-2,11:12:00,22.40,61.90,8.89
2019-9-2,11:13:00,22.49,63.00,8.89
2019-9-2,11:14:00,22.49,56.20,8.89
2019-9-2,11:15:00,22.36,56.20,8.88
2019-9-2,11:16:00,22.36,49.50,8.88
2019-9-2,11:17:00,22.28,55.70,8.89
2019-9-2,11:18:00,22.28,60.20,8.89
2019-9-2,11:19:00,22.29,67.50,8.89
2019-9-2,11:20:00,22.29,60.80,8.89
2019-9-2,11:21:00,22.30,64.20,8.89
2019-9-2,11:22:00,22.30,55.10,8.89
2019-9-2,11:23:00,22.31,57.90,8.90
2019-9-2,11:24:00,22.31,64.20,8.90
2019-9-2,11:25:00,22.33,53.40,8.89
2019-9-2,11:26:00,22.33,64.20,8.89
2019-9-2,11:27:00,22.34,59.60,8.89
2019-9-2,11:28:00,22.34,58.50,8.89
2019-9-2,11:29:00,22.31,55.10,8.89
2019-9-2,11:30:00,22.31,44.90,8.89
2019-9-2,11:31:00,22.45,54.00,8.89
2019-9-2,11:32:00,22.45,55.10,8.89
2019-9-2,11:33:00,22.44,54.00,8.89
2019-9-2,11:34:00,22.44,56.20,8.89
2019-9-2,11:35:00,22.50,59.00,8.89
2019-9-2,11:36:00,22.50,57.40,8.89
2019-9-2,11:37:00,22.46,58.50,8.89
2019-9-2,11:38:00,22.46,55.10,8.89
2019-9-2,11:39:00,22.44,54.00,8.90
2019-9-2,11:40:00,22.44,51.70,8.90
2019-9-2,11:41:00,22.41,50.60,8.90
2019-9-2,11:42:00,22.41,57.40,8.90
2019-9-2,11:43:00,22.38,64.10,8.90
2019-9-2,11:44:00,22.38,56.20,8.90
2019-9-2,11:45:00,22.33,54.00,8.90
2019-9-2,11:46:00,22.33,54.00,8.90
2019-9-2,11:47:00,22.42,50.00,8.90
2019-9-2,11:48:00,22.42,46.00,8.90
2019-9-2,11:49:00,22.31,54.00,8.90
2019-9-2,11:50:00,22.31,46.00,8.90
2019-9-2,11:51:00,22.69,47.70,8.89
2019-9-2,11:52:00,22.69,48.30,8.89
2019-9-2,11:53:00,22.79,54.00,8.89
2019-9-2,11:54:00,22.79,57.40,8.89
2019-9-2,11:55:00,22.52,55.10,8.90
2019-9-2,11:56:00,22.52,57.40,8.90
2019-9-2,11:57:00,22.50,44.90,8.90
2019-9-2,11:58:00,22.50,46.00,8.90
2019-9-2,11:59:00,22.46,49.40,8.90
2019-9-2,12:00:00,22.46,50.60,8.90
2019-9-2,12:01:00,22.49,51.70,8.90
2019-9-2,12:02:00,22.49,50.60,8.90
2019-9-2,12:03:00,22.68,47.20,8.90
2019-9-2,12:04:00,22.68,55.10,8.90
2019-9-2,12:05:00,22.46,52.80,8.90
2019-9-2,12:06:00,22.46,45.50,8.90
2019-9-2,12:07:00,22.16,55.60,8.88
2019-9-2,12:08:00,22.16,58.50,8.88
2019-9-2,12:09:00,22.44,55.10,8.89
2019-9-2,12:10:00,22.44,59.60,8.89
2019-9-2,12:11:00,22.44,55.60,8.90
2019-9-2,12:12:00,22.44,54.00,8.90
2019-9-2,12:13:00,22.50,51.70,8.90
2019-9-2,12:14:00,22.50,51.70,8.90
2019-9-2,12:15:00,22.51,44.90,8.90
2019-9-2,12:16:00,22.51,44.90,8.90
2019-9-2,12:17:00,22.72,63.00,8.90
2019-9-2,12:18:00,22.72,49.40,8.90
2019-9-2,12:19:00,22.81,50.00,8.90
2019-9-2,12:20:00,22.81,48.30,8.90
2019-9-2,12:21:00,22.94,47.70,8.90
2019-9-2,12:22:00,22.94,47.20,8.90
2019-9-2,12:23:00,22.97,39.80,8.91
2019-9-2,12:24:00,22.97,43.80,8.91
2019-9-2,12:25:00,22.85,42.60,8.92
2019-9-2,12:26:00,22.85,42.60,8.92
2019-9-2,12:27:00,22.92,42.60,8.92
2019-9-2,12:28:00,22.92,32.50,8.92
2019-9-2,12:29:00,22.85,43.80,8.92
2019-9-2,12:30:00,22.85,43.80,8.92
2019-9-2,12:31:00,23.03,31.40,8.92
2019-9-2,12:32:00,23.03,42.60,8.92
2019-9-2,12:33:00,22.82,29.10,8.92
2019-9-2,12:34:00,22.82,47.20,8.92
2019-9-2,12:35:00,22.92,40.40,8.92
2019-9-2,12:36:00,22.92,34.70,8.92
2019-9-2,12:37:00,22.70,38.10,8.91
2019-9-2,12:38:00,22.70,42.60,8.91
2019-9-2,12:39:00,22.71,42.10,8.92
2019-9-2,12:40:00,22.71,42.60,8.92
2019-9-2,12:41:00,22.93,34.20,8.91
2019-9-2,12:42:00,22.93,39.30,8.91
2019-9-2,12:43:00,22.95,34.20,8.92
2019-9-2,12:44:00,22.95,41.50,8.92
2019-9-2,12:45:00,23.24,35.90,8.91
2019-9-2,12:46:00,23.24,37.00,8.91
2019-9-2,12:47:00,,36.40,8.91
2019-9-2,12:48:00,,49.40,8.91
2019-9-2,12:49:00,23.06,40.40,8.91
2019-9-2,12:50:00,23.06,42.60,8.91
2019-9-2,12:51:00,22.82,38.10,8.92
2019-9-2,12:52:00,22.82,38.10,8.92
2019-9-2,12:53:00,23.07,41.00,8.91
2019-9-2,12:54:00,23.07,37.00,8.91
2019-9-2,12:55:00,23.24,42.60,8.91
2019-9-2,12:56:00,23.24,32.50,8.91
2019-9-2,12:57:00,23.80,40.40,8.90
2019-9-2,12:58:00,23.80,39.30,8.90
2019-9-2,12:59:00,23.18,34.70,8.92
2019-9-2,13:00:00,23.18,38.10,8.92
2019-9-2,13:01:00,23.38,31.40,8.91
2019-9-2,13:02:00,23.38,40.40,8.91
2019-9-2,13:03:00,23.43,32.50,8.91
2019-9-2,13:04:00,23.43,33.00,8.91
2019-9-2,13:05:00,23.39,38.10,8.92
2019-9-2,13:06:00,23.39,37.00,8.92
2019-9-2,13:07:00,23.61,43.80,8.91
2019-9-2,13:08:00,23.61,46.60,8.91
2019-9-2,13:09:00,23.32,41.50,8.93
2019-9-2,13:10:00,23.32,40.40,8.93
2019-9-2,13:11:00,23.09,36.40,8.93
2019-9-2,13:12:00,23.09,37.00,8.93
2019-9-2,13:13:00,23.04,22.30,8.93
2019-9-2,13:14:00,23.04,37.00,8.93
2019-9-2,13:15:00,22.97,32.50,8.93
2019-9-2,13:16:00,22.97,26.80,8.93
2019-9-2,13:17:00,23.00,32.50,8.92
2019-9-2,13:18:00,23.00,34.70,8.92
2019-9-2,13:19:00,23.49,37.00,8.92
2019-9-2,13:20:00,23.49,30.20,8.92
2019-9-2,13:21:00,23.31,30.20,8.93
2019-9-2,13:22:00,23.31,30.20,8.93
2019-9-2,13:23:00,23.55,33.60,8.92
2019-9-2,13:24:00,23.55,31.40,8.92
2019-9-2,13:25:00,23.88,41.50,8.91
2019-9-2,13:26:00,23.88,41.50,8.91
2019-9-2,13:27:00,23.57,43.20,8.93
2019-9-2,13:28:00,23.57,31.40,8.93
2019-9-2,13:29:00,23.69,33.00,8.92
2019-9-2,13:30:00,23.69,35.90,8.92
2019-9-2,13:31:00,23.44,16.70,8.93
2019-9-2,13:32:00,23.44,35.90,8.93
2019-9-2,13:33:00,23.24,28.00,8.94
2019-9-2,13:34:00,23.24,30.20,8.94
2019-9-2,13:35:00,23.34,29.10,8.93
2019-9-2,13:36:00,23.34,39.30,8.93
2019-9-2,13:37:00,23.43,23.40,8.93
2019-9-2,13:38:00,23.43,35.90,8.93
2019-9-2,13:39:00,23.75,34.70,8.92
2019-9-2,13:40:00,23.75,43.80,8.92
2019-9-2,13:41:00,23.12,29.10,8.93
2019-9-2,13:42:00,23.12,32.50,8.93
2019-9-2,13:43:00,22.96,37.60,8.94
2019-9-2,13:44:00,22.96,34.70,8.94
2019-9-2,13:45:00,23.15,33.00,8.94
2019-9-2,13:46:00,23.15,35.90,8.94
2019-9-2,13:47:00,23.30,37.00,8.93
2019-9-2,13:48:00,23.30,38.10,8.93
2019-9-2,13:49:00,22.88,33.00,8.94
2019-9-2,13:50:00,22.88,34.70,8.94
2019-9-2,13:51:00,23.36,34.70,8.93
2019-9-2,13:52:00,23.36,20.60,8.93
2019-9-2,13:53:00,23.49,34.70,8.93
2019-9-2,13:54:00,23.49,35.90,8.93
2019-9-2,13:55:00,23.44,38.10,8.94
2019-9-2,13:56:00,23.44,38.10,8.94
2019-9-2,13:57:00,23.79,34.70,8.93
2019-9-2,13:58:00,23.79,29.10,8.93
2019-9-2,13:59:00,24.00,34.70,8.93
2019-9-2,14:00:00,24.00,35.90,8.93
2019-9-2,14:01:00,23.34,25.70,8.95
2019-9-2,14:02:00,23.34,31.40,8.95
2019-9-2,14:03:00,22.86,31.40,8.96
2019-9-2,14:04:00,22.86,30.20,8.96
2019-9-2,14:05:00,23.65,31.40,8.93
2019-9-2,14:06:00,23.65,35.90,8.93
2019-9-2,14:07:00,23.10,38.70,8.96
2019-9-2,14:08:00,23.10,30.20,8.96
2019-9-2,14:09:00,23.36,31.40,8.95
2019-9-2,14:10:00,23.36,21.20,8.95
2019-9-2,14:11:00,23.44,24.60,8.94
2019-9-2,14:12:00,23.44,23.40,8.94
2019-9-2,14:13:00,23.33,24.60,8.94
2019-9-2,14:14:00,23.33,24.60,8.94
2019-9-2,14:15:00,23.62,28.50,8.94
2019-9-2,14:16:00,23.62,28.00,8.94
2019-9-2,14:17:00,23.60,27.40,8.94
2019-9-2,14:18:00,23.60,32.50,8.94
2019-9-2,14:19:00,23.77,22.30,8.93
2019-9-2,14:20:00,23.77,34.70,8.93
2019-9-2,14:21:00,24.01,25.70,8.93
2019-9-2,14:22:00,24.01,30.20,8.93
2019-9-2,14:23:00,23.80,38.10,8.94
2019-9-2,14:24:00,23.80,22.30,8.94
2019-9-2,14:25:00,24.04,23.40,8.93
2019-9-2,14:26:00,24.04,34.70,8.93
2019-9-2,14:27:00,23.98,30.80,8.93
2019-9-2,14:28:00,23.98,26.80,8.93
2019-9-2,14:29:00,23.88,26.30,8.93
2019-9-2,14:30:00,23.88,33.60,8.93
2019-9-2,14:31:00,24.38,30.80,8.92
2019-9-2,14:32:00,24.38,29.10,8.92
2019-9-2,14:33:00,24.35,29.10,8.92
2019-9-2,14:34:00,24.35,30.20,8.92
2019-9-2,14:35:00,23.68,31.40,8.94
2019-9-2,14:36:00,23.68,24.60,8.94
2019-9-2,14:37:00,23.50,34.70,8.95
2019-9-2,14:38:00,23.50,32.50,8.95
2019-9-2,14:39:00,23.95,31.40,8.94
2019-9-2,14:40:00,23.95,33.60,8.94
2019-9-2,14:41:00,23.41,22.90,8.95
2019-9-2,14:42:00,23.41,23.40,8.95
2019-9-2,14:43:00,23.56,33.00,8.94
2019-9-2,14:44:00,23.56,26.80,8.94
2019-9-2,14:45:00,23.79,37.00,8.94
2019-9-2,14:46:00,23.79,25.70,8.94
2019-9-2,14:47:00,23.80,30.80,8.94
2019-9-2,14:48:00,23.80,21.20,8.94
2019-9-2,14:49:00,23.78,33.60,8.94
2019-9-2,14:50:00,23.78,38.10,8.94
2019-9-2,14:51:00,23.87,21.80,8.94
2019-9-2,14:52:00,23.87,25.70,8.94
2019-9-2,14:53:00,23.67,21.20,8.95
2019-9-2,14:54:00,23.67,23.40,8.95
2019-9-2,14:55:00,23.85,30.20,8.94
2019-9-2,14:56:00,23.85,16.70,8.94
2019-9-2,14:57:00,24.07,18.90,8.93
2019-9-2,14:58:00,24.07,24.60,8.93
2019-9-2,14:59:00,24.39,17.80,8.93
2019-9-2,15:00:00,24.39,30.20,8.93
2019-9-2,15:01:00,24.53,21.80,8.93
2019-9-2,15:02:00,24.53,16.70,8.93
2019-9-2,15:03:00,23.72,23.40,8.94
2019-9-2,15:04:00,23.72,24.60,8.94
2019-9-2,15:05:00,23.77,25.70,8.94
2019-9-2,15:06:00,23.77,24.60,8.94
2019-9-2,15:07:00,23.95,29.10,8.94
2019-9-2,15:08:00,23.95,18.90,8.94
2019-9-2,15:09:00,23.67,17.80,8.95
2019-9-2,15:10:00,23.67,12.10,8.95
2019-9-2,15:11:00,24.06,28.00,8.94
2019-9-2,15:12:00,24.06,29.10,8.94
2019-9-2,15:13:00,23.85,28.00,8.95
2019-9-2,15:14:00,23.85,26.80,8.95
2019-9-2,15:15:00,23.97,26.30,8.95
2019-9-2,15:16:00,23.97,23.40,8.95
2019-9-2,15:17:00,23.92,26.30,8.94
2019-9-2,15:18:00,23.92,26.80,8.94
2019-9-2,15:19:00,23.50,19.50,8.95
2019-9-2,15:20:00,23.50,21.20,8.95
2019-9-2,15:21:00,23.67,22.30,8.95
2019-9-2,15:22:00,23.67,26.80,8.95
2019-9-2,15:23:00,24.52,22.30,8.93
2019-9-2,15:24:00,24.52,,8.93
2019-9-2,15:25:00,24.28,22.30,8.93
2019-9-2,15:26:00,24.28,22.30,8.93
2019-9-2,15:27:00,24.32,21.20,8.93
2019-9-2,15:28:00,24.32,21.80,8.93
2019-9-2,15:29:00,24.36,20.10,8.94
2019-9-2,15:30:00,24.36,30.20,8.94
2019-9-2,15:31:00,24.42,15.00,8.94
2019-9-2,15:32:00,24.42,23.40,8.94
2019-9-2,15:33:00,24.61,23.40,8.93
2019-9-2,15:34:00,24.61,23.40,8.93
2019-9-2,15:35:00,24.70,29.10,8.93
2019-9-2,15:36:00,24.70,21.20,8.93
2019-9-2,15:37:00,24.57,27.40,8.94
2019-9-2,15:38:00,24.57,15.50,8.94
2019-9-2,15:39:00,24.70,13.30,8.94
2019-9-2,15:40:00,24.70,21.20,8.94
2019-9-2,15:41:00,24.46,22.90,8.94
2019-9-2,15:42:00,24.46,22.30,8.94
2019-9-2,15:43:00,24.45,21.20,8.94
2019-9-2,15:44:00,24.45,25.70,8.94
2019-9-2,15:45:00,24.61,24.60,8.94
2019-9-2,15:46:00,24.61,26.80,8.94
2019-9-2,15:47:00,24.73,22.30,8.93
2019-9-2,15:48:00,24.73,24.60,8.93
2019-9-2,15:49:00,24.52,9.30,8.94
2019-9-2,15:50:00,24.52,21.20,8.94
2019-9-2,15:51:00,24.64,23.40,8.93
2019-9-2,15:52:00,24.64,23.40,8.93
2019-9-2,15:53:00,24.22,19.50,8.94
2019-9-2,15:54:00,24.22,37.00,8.94
2019-9-2,15:55:00,23.32,17.80,8.94
2019-9-2,15:56:00,23.32,22.30,8.94
2019-9-2,15:57:00,24.15,17.80,8.94
2019-9-2,15:58:00,24.15,26.80,8.94
2019-9-2,15:59:00,24.48,23.40,8.95
2019-9-2,16:00:00,24.48,28.00,8.95
2019-9-2,16:01:00,24.27,29.10,8.96
2019-9-2,16:02:00,24.27,22.30,8.96
2019-9-2,16:03:00,24.47,40.40,8.95
